id,word,mean,freq
5631,กพฬิงฺกาโร,ที่กระทำให้เป็นคำๆ แล้วกลืนกิน,2
4809,กมติ,ย่อมสามารถไป,2
5955,กมลํ,ยังดอกบัว,1
1213,กมฺปติ,ย่อมหวั่นไหว,1
5625,กมฺมญฺตา,อ.ภาวะเหมาะแก่การงาน,2
4642,กมฺมนิเย,เหมาะควรต่อการใช้งาน,16
920,กมฺมนฺตา,อ. การงาน ท.,2
1232,กมฺมนฺตา,อ. การงาน,1
4409,กมฺมนฺเต,ในการงาน,2
5645,กมฺมปจฺจโย,อ.ธรรมที่เป็นปัจจัยอุปการะเกื้อหนุนแก่ผลโดยความเป็นกรรม,1
1181,กมฺมานิ,อ. การกระทำ ท.,1
2800,กมฺมาสธมฺมํ,กัมมาสธัมมะ,1
4030,กยวิกฺกยา,จากการซื้อและการขาย,1
3957,กรณียา,พึงกระทำ,1
2779,กรณียํ,อ.กิจหน้าที่อันจำเป็นต้องทำ,3
3990,กรณียํ,พึงกระทำ,2
3953,กรณีโย,พึงกระทำ,3
4768,กรณฺฑา,จากคราบงู,2
4770,กรณฺโฑ,เป็นคราบงู,1
4772,กรณฺโฑ,อ.คราบงู,1
4733,กริตฺวา,กระทำแล้ว,1
1266,กรีสํ,อ. อาหารเก่า,2
2299,กรุณามหณฺณโว,มีพระกระรุณาดุจห้วงมหรรณพ,1
2500,กลฺยาโณ,อันดีงาม,1
5941,กลฺยาโณ,อันงาม,1
2133,กลฺลํ,ควร,5
3936,กา,อะไร,1
3126,กามจฺฉนฺทสฺส,แห่งความยินดีพอใจในกาม,2
3131,กามจฺฉนฺทสฺส,ซึ่งความยินดีพอใจในกาม,1
3117,กามจฺฉนฺทํ,ซึ่งความยินดีพอใจในกาม,2
3121,กามจฺฉนฺโท,อ.ความยินดีพอใจในกาม,2
1405,กามตณฺหา,อ.ความทะยานอยากในกาม,1
3453,กามตณฺหา,อ.กามตัณหากล่าวคือความปรารถนาต้องการในกามคุณห้า,1
5212,กามภโว,อ.กามภพ กล่าวคือภพที่เกี่ยวเนื่องกับกาม ได้แก่ อบาย มนุษย์ และเทวดา,1
1325,กามสุขลฺลิกานุโยโค,อ.การประกอบเนืองๆ ซึ่งความสุขอย่างติดข้อง,1
6507,กามาวจรา,ที่เป็นกามาวจร คือ ท่องเที่ยวรับรู้ในอารมณ์กาม รูป เสียง กลิ่น รส โผฏฐัพพะ,1
6508,กามาวจรา,ที่ไม่ได้เป็นกามาวจร,1
2622,กามาวจรํ,ที่เป็นกามาวจร,1
5047,กามาสวา,จากกามาสวะ,2
5221,กามุปาทานํ,อ.กามุปาทาน กล่าวคือความยึดติดถือมั่นในกาม ได้แก่ ความติดข้องในรูป เสียง กลิ่น รส สัมผัส,1
5484,กามํ,ก็ช่างเถิด,1
3932,กาย,อะไร,1
2687,กายกมฺมญฺตา,อ.ความควรแก่งานแห่งกาย,1
3762,กายกมฺมวจีกมฺเมน,ด้วยกายกรรมและวจีกรรม,1
4985,กายทุจฺจริเตน,ด้วยกายทุจริต,2
6343,กายธาตุ,อ.ธาตุกล่าวคือกายปสาท,1
4344,กายปริหาริเกน,อันเป็นเครื่องห่มคลุมร่างกาย,2
2680,กายปสฺสทฺธิ,อ.ความสงบระงับกาย,1
2689,กายปาคุญฺตา,อ.ความคล่องแคล่วแห่งกาย,1
2685,กายมุทุตา,อ.ความอ่อนโยนแห่งกาย,1
2684,กายลหุตา,อ.ความเบาแห่งกาย,1
5620,กายวิญฺตฺติ,อ.กายวิญญัติ กล่าวคือความหมายในกิริยาอาการทางกาย,2
5713,กายวิญฺาณธาตุ,อ.กายวิญญาณธาตุ,1
6345,กายวิญฺาณธาตุ,อ.ธาตุกล่าวคือกายวิญญาณ,1
5677,กายวิญฺาณธาตุยา,แก่กายวิญญาณธาตุ,1
3486,กายวิญฺาณํ,อ.กายวิญญาณกล่าวคือวิญญาณที่อาศัยกายเกิดขึ้น,2
5256,กายวิญฺาณํ,อ.กายวิญญาณ กล่าวคือความรู้แจ้งอารมณ์ทางกาย,1
6567,กายสกฺขี,อ.บุคคลถูกต้องสมาบัติ ๘ ด้วยนามกาย และอาสวะกิเลสสิ้นไปบางส่วน ได้แก่ พระอริยะเจ้าผู้ได้สมาบัติ ๘  ยกเว้นพระอรหันต์,1
2863,กายสงฺขารํ,ซึ่งกายสังขารคือลมหายใจอันหยาบ,4
5259,กายสงฺขาโร,อ.กายสังขาร กล่าวคือเจตนาที่ปรุงแต่งการกระทำออกมาทางกายทวาร,1
3498,กายสมฺผสฺสชา,ที่เกิดขึ้นเพราะกายสัมผัสเป็นปัจจัย,3
3349,กายสมฺผสฺสชํ,ที่เกิดขึ้นจากการกระทบสัมผัสทางกาย,1
3492,กายสมฺผสฺโส,อ.กายสัมผัสกล่าวคือการกระทบสัมผัสทางกาย,3
5004,กายสุจริเตน,ด้วยกายสุจริต,2
2881,กายสฺมึ,ในกายกล่าวคือลมหายใจเข้าและลมหายใจออก,3
2925,กายสฺมึ,ในกายกล่าวคืออิริยาบถ,3
4525,กายสฺส,แห่งกาย,13
4741,กายา,จากกาย,2
1564,กายานุปสฺสี,เป็นผู้เห็นเนืองๆ ซึ่งกาย,12
3577,กายานุปสฺสี,เป็นผู้เห็นซึ่งกายเนืองๆ โดยความเป็นของไม่เที่ยง เป็นทุกข์ ไม่ใช่ตัวตน และไม่สวยงาม,1
5609,กายายตนํ,อ.กายายตนะ กล่าวคือจุดเชื่อมต่อให้เกิดจิตเจตสิกคือกายปสาท,3
5235,กายายตนํ,อ.กายายตนะ กล่าวคือจุดเชื่อมต่อให้เกิดจิตเจตสิกคือกาย,1
3347,กายิกํ,ที่อาศัยกายเป็นที่ตั้ง,2
4331,กายินฺทฺริยสฺส,ซึ่งกายินทรีย์,1
4330,กายินฺทฺริยํ,ซึ่งกายินทรีย์,2
6362,กายินฺทฺริยํ,อ.อินทรีย์กล่าวคือกายปสาท,1
4332,กายินฺทฺริเย,ในกายินทรีย์,1
2691,กายุชุกตา,อ.ความซื่อตรงแห่งกาย,1
2939,กายํ,ซึ่งกาย,20
4517,กายํ,ยังกาย,6
2844,กายํ,ซึ่งกายท่อนบน,1
2921,กายํ,ซึ่งกายกล่าวคือกองรูป,1
3200,กายํ,ซึ่งกายกล่าวคือกายปสาทรูป,1
5136,การณา,เพราะเหตุ,2
3225,การณํ,ซึ่งเหตุกล่าวคือโยนิโสมนสิการ,7
3229,การณํ,ซึ่งเหตุกล่าวคืออรหัตตมรรค,7
5552,การา,อ.การทำอุปการะเกื้อกูลด้วยปัจจัย ท.,1
3967,การเณน,เพราะเหตุกล่าวคือความโกรธและความไม่พอใจ,1
3996,การเณน,เพราะเหตุกล่าวคือความยินดีพอใจดีใจและฟูใจ,1
5146,การเณน,เพราะเหตุ,1
3314,กาลกิริยา,อ.การกระทำกาละ,2
6003,กาลนฺตเร,ในกาลต่อไป,3
3841,กาลวาที,เป็นผู้มีปกติกล่าวในกาลอันสมควร,2
4577,กาลํ,สิ้นกาล,1
5167,กาลํ,ซึ่งเวลา,1
3740,กาสายานิ,อันย้อมด้วยน้ำฝาด,2
3017,กาเกหิ,อันกา ท.,1
1326,กาเมสุ,ในกาม ท.,1
3562,กาเมสุมิจฺฉาจารา,จากการประพฤติในกาม,1
3587,กาเมหิ,จากกิเลสกามและวัตถุกาม ท.,2
1604,กาเมหิ,จากกาม ท.,1
568,กาเย,ในกาย,47
2924,กาเย,ในกายกล่าวคืออิริยาบถ,4
4445,กาเย,ในร่างกาย,4
2901,กาเย,ในกายกล่าวคือที่ประชุมของรูปและที่เกิดของสิ่งน่าเกลียด,1
3576,กาเย,ในกายกล่าวคือที่ประชุมของผมขนเล็บเป็นต้นและเป็นที่เกิดของสิ่งที่น่าเกลียดนานาประการ,1
1632,กาเยน,ด้วยกาย,5
1631,กาเยน,ด้วยนามกาย,2
4820,กาเยน,โดยทางกาย,2
1216,กาเลน,ตามกาล,3
2084,กาเลน,ตามกาลอันสมควร,2
4578,กาเลน,ตามกาล คือตามช่วงเวลาหรือฤดูกาลที่เหมาะสม,1
3011,กาโย,อ.กาย,14
2889,กาโย,อ.กายกล่าวคือลมหายใจเข้าและลมหายใจออกเท่านั้น,1
2918,กาโย,อ.กายกล่าวคือกองรูป,1
2928,กาโย,อ.กายกล่าวคืออิริยาบถเท่านั้น,1
5081,กิจฺจํ,อ.กิจที่พึงกระทำ,2
1835,กิจฺจํ,กิจ,1
2781,กิจฺจํ,กิจที่พึงกระทำ,1
5297,กิจฺฉํ,ซึ่งความยากลำบาก,1
3466,กิญฺจ,อ.อะไรเล่า,2
2898,กิญฺจิ,ไรๆ,13
2899,กิญฺจิ,ใดๆ,9
6320,กิตฺตาวตา,มีประมาณเท่าไร,6
2499,กิตฺติสทฺโท,อ.พระเกียรติคุณ,1
5940,กิตฺติสทฺโท,อ.กิตติศัพท์,1
5329,กิมฺหิ,ครั้นเมื่ออะไร,15
5312,กิมฺหิ,เมื่ออะไร,7
5337,กิสฺส,แห่งอะไร,12
6491,กิเลสวิปฺปยุตฺตา,ที่ไม่ได้ประกอบพร้อมกันกับกิเลส,2
6494,กิเลสสมฺปยุตฺตา,ที่สัมปยุตต์กับกิเลส,2
6490,กิเลสสมฺปยุตฺตา,ที่สัมปยุตต์กับกิเลส คือ ประกอบพร้อมกันกับกิเลสโดยลักษณะ ๔ ได้แก่ (๑) เกิดพร้อมกัน (๒) ดับพร้อมกัน (๓) รู้อารมณ์เดียวกัน (๔) เกิดที่เดียวกัน,1
6492,กิเลสา,ที่เป็นกิเลส,3
6493,กิเลสา,ไม่ได้เป็นกิเลส,3
6484,กิเลสา,ที่เป็นกิเลส กล่าวคือเป็นสภาพที่ทำให้จิตเศร้าหมองและเร่าร้อน ได้แก่ โลภะ โทสะ โมหะ มานะ ทิฏฐิ วิจิกิจฉา ถีนะ อุทธัจจะ อหิริกะ อโนตตัปปะ,1
6485,กิเลสา,ที่ไม่ได้เป็นกิเลส,1
6495,กิเลสโคจฺฉกํ,อ.กลุ่มของหลักธรรมที่เนื่องด้วยกิเลส,1
1260,กิโลมกํ,อ. พังผืด,2
6624,กึ,ใช่ไหม,24
582,กึ,อ. อะไร,10
5419,กึ,ซึ่งอะไร กล่าวคือการอาศัยชาติกำเนิดและเพศแล้วสงสัยว่าเราเป็นกษัตริย์ เป็นพราหมณ์ เป็นแพศย์ เป็นศูทร เป็นคฤหัสถ์ เป็นบรรพชิต เป็นเทวดา หรือเป็นมนุษย์คนใดคนหนึ่ง,3
5423,กึ,ซึ่งอะไร มีเป็นกษัตริย์เป็นต้นในชาติหนึ่ง,2
5424,กึ,ซึ่งอะไร มีเป็นพราหมณ์เป็นต้นในอีกชาติหนึ่ง,2
2123,กึ,ว่าอย่างไร,1
2576,กึ,อะไร,1
4214,กึ,ได้อย่างไรเล่า,1
5314,กึปจฺจยา,เพราะอะไรเป็นปัจจัย,11
5998,กุกมฺมํ,อ.กรรมที่น่าติเตียน,3
4088,กุกฺกุฏยุทฺธํ,ซึ่งการแข่งขันชนไก่,1
4026,กุกฺกุฏสูกรปฏิคฺคหณา,จากการรับไก่และสุกร,1
4346,กุจฺฉิปริหาริเกน,อันเป็นเครื่องหล่อเลี้ยงท้องให้พออิ่ม,2
4137,กุตฺตกํ,ซึ่งเครื่องลาดขนแกะขนาดใหญ่ที่สามารถรองรับนักฟ้อนสิบหกคนได้,1
5307,กุทาสฺสุ,ในกาลไหน,1
3960,กุปิตา,เป็นผู้โกรธ,2
6531,กุปฺปธมฺโม,อ.บุคคลผู้มีธรรมที่กำเริบขึ้นได้ ได้แก่ ปุถุชนผู้ได้สมาบัติ ๘ พระโสดาบัน และพระสกทาคามี ผู้มีธรรมอันเป็นข้าศึกต่อสมาธิและวิปัสสนายังชำระล้างไม่สะอาด,1
4251,กุมารานํ,ของพระราชกุมาร ท.,1
4824,กุมฺภการนฺเตวาสี,อ.ลูกศิษย์ของช่างหม้อ,1
4823,กุมฺภกาโร,อ.ช่างหม้อ,1
4198,กุมฺภฏฺานกถํ,ซึ่งคำพูดที่ไร้สาระเกี่ยวกับแหล่งน้ำ ท่าน้ำ หรือนางกุมภทาสี,1
4077,กุมฺภถูณํ,ซึ่งการตีกลองสี่เหลี่ยม,1
2801,กุรูนํ,ของชนชาวแคว้นกุรุ ท.,1
2802,กุรูสุ,ในแคว้นกุรุ,1
1832,กุลปุตฺเตน,อันกุลบุตร,2
3019,กุลเลหิ,อันเหยี่ยว ท.,1
6633,กุสลมูลกา,มีมูลที่เป็นกุศล,2
6634,กุสลมูลกํ,มีมูลที่เป็นกุศล,2
6641,กุสลมูลมูลกา,มีมูลที่เป็นกุศลมูล,2
6642,กุสลมูลมูลกํ,มีมูลที่เป็นกุศลมูล,2
6625,กุสลมูลมูลา,เป็นมูลที่เป็นกุศลมูล,2
6627,กุสลมูลมูลา,ที่เป็นมูลที่เป็นกุศลมูล,1
6626,กุสลมูลมูลานิ,อ.มูลที่เป็นกุศลมูล ท.,1
6622,กุสลมูลสหชาตา,ที่เกิดพร้อมกันกับกุศลมูล,4
6601,กุสลมูลา,เป็นกุศลมูล,3
6598,กุสลมูลานิ,อ.กุศลมูล ท.,5
6607,กุสลมูเลน,กับกุศลมูล,32
6610,กุสลสมุฏฺานํ,ที่มีกุศลเป็นสมุฏฐานทำให้เกิดขึ้น,6
6135,กุสลสฺส,แห่งกุศล,1
2618,กุสลา,ที่เป็นกุศล,14
6609,กุสลา,เป็นกุศล,12
2705,กุสลา,ชื่อว่าเป็นกุศล,2
6180,กุสลา,ที่เป็นกุศล คือ เป็นสภาวะที่เกิดจากความฉลาด มีลักษณะไม่มีโทษ ให้ผลเป็นความสุข,1
5810,กุสลากุสลา,ที่เป็นกุศลและอกุศล,3
5829,กุสลากุสลาหิ,ที่เป็นกุศลและเป็นอกุศล,1
1591,กุสลานํ,อันเป็นกุศล,2
3574,กุสลานํ,ที่เป็นกุศลเกิดจากความฉลาด,2
5716,กุสลานํ,ที่เป็นกุศล,2
5809,กุสลาพฺยากตา,ที่เป็นกุศลและอพยากตะ,3
5822,กุสลาพฺยากตาหิ,ที่เป็นกุศลและเป็นอพยากตะ,1
5828,กุสลาย,ที่เป็นกุศล,2
6614,กุสลํ,เป็นกุศล,12
6615,กุสลํ,อ.กุศลธรรม,6
2621,กุสลํ,ที่เป็นกุศล,1
5497,กุสีโต,ผู้มีความเกียจคร้านจมอยู่ในกามคุณ,1
3763,กุสเลน,อันเป็นกุศล,1
4404,กุสเลสุ,อันเป็นกุศล,1
4262,กุหกา,เป็นผู้โกหกหลอกลวง,1
4269,กุหนลปนา,จากการพูดโกหกหลอกลวงและการพูดเลียบเคียงเอาใจหรือยกยอ,1
5439,กุหึ,ในที่ไหน,1
3713,กุเล,ในตระกูล,1
5437,กุโต,จากที่ไหน,1
4277,กุโตจิ,แม้สักข้อเดียว,2
4284,กุโตจิ,แม้แต่คนเดียว,1
6008,กุโลกปตนา,จากการตกไปสู่โลกที่ชั่ว,1
4828,กเรยฺย,พึงสามารถกระทำ,3
4415,กเรยฺย,พึงกระทำ,1
3317,กเฬวรสฺส,ซึ่งร่างกาย,2
4797,กโรติ,ย่อมสามารถกระทำ,2
229,กโรติ,ย่อมกระทำ,1
4801,กโรนฺโต,กระทำอยู่,2
5169,กโรหิ,จงทรงกระทำ,1
4535,กํสถาเล,ในถาดสำริด,1
4161,ขคฺคํ,ซึ่งการถือพระขรรค์,1
3018,ขชฺชมานํ,จิกกินอยู่,3
3022,ขชฺชมานํ,กัดกินอยู่,2
3026,ขชฺชมานํ,แทะกินอยู่,1
3301,ขณฺฑิจฺจํ,อ.ความมีฟันหลุดร่วง,2
4248,ขตฺติยานํ,ของกษัตริย์คือพระราชาผู้ได้รับการอภิเษก ท.,1
4279,ขตฺติโย,อ.กษัตริย์,1
1218,ขนฺตี,อ. ความอดทน,2
6314,ขนฺธปญฺตฺติ,อ.บัญญัติว่าด้วยเรื่องขันธ์,3
3171,ขนฺธปพฺพํ,อ.การเจริญธัมมานุปัสสนาสติปัฏฐานหมวดขันธ์,1
4050,ขนฺธพีชํ,ซึ่งพันธุ์ไม้จำพวกลำต้น,1
3287,ขนฺธานํ,แห่งขันธ์ ท.,6
5388,ขยธมฺมา,เป็นสิ่งที่มีความสิ้นไปเป็นสภาวะ,5
5375,ขยธมฺมํ,เป็นสิ่งที่มีความสิ้นไปเป็นสภาวะ,5
5396,ขยธมฺโม,เป็นสิ่งที่มีความสิ้นไปเป็นสภาวะ,2
5033,ขยาณาย,เพื่อปัญญาในการทำให้หมดสิ้นไป,2
4109,ขลิกํ,ซึ่งการทอดลูกเต๋า,1
2490,ขลุ,ได้ยินว่า,1
1482,ขายิเต,ในการเคี้ยว,3
6056,ขิปฺปํ,โดยพลัน,1
2777,ขีณา,สิ้นไปแล้ว,3
1286,ขุทฺทกปาเฐ,ในคัมภีร์ขุททกปาฐะ,1
1986,ขเณน,ในขณะ,1
5189,ขโต,ขุดทำลายแล้ว,1
4252,คจฺฉ,จงไป,2
4789,คจฺฉติ,ย่อมสามารถกระทำ,2
4803,คจฺฉติ,ย่อมสามารถเดิน,2
1070,คจฺฉนฺติ,ย่อมถึง,1
4804,คจฺฉนฺโต,เดินไปอยู่,2
4805,คจฺฉนฺโต,ไปอยู่,2
2909,คจฺฉนฺโต,เมื่อเดินอยู่,1
5161,คจฺฉาม,จะไป,1
504,คจฺฉามิ,ย่อมถึง,9
6035,คจฺฉามิ,ย่อมถึง หรือ ย่อมรู้ชัด,9
2910,คจฺฉามิ,เดินอยู่,1
5114,คจฺฉามิ,ขอถึง,1
4940,คจฺเฉยฺย,พึงไป,2
6021,คณํ,ซึ่งหมู่,1
2432,คตา,เป็นผู้ถึงแล้ว,1
5119,คตํ,ผู้ถึงแล้ว,1
6394,คนฺถนิยา,ที่เป็นอารมณ์ของคันถะ,4
6397,คนฺถวิปฺปยุตฺตา,ที่ไม่ได้ประกอบพร้อมกันกับคันถะ,2
6400,คนฺถสมฺปยุตฺตา,ที่สัมปยุตต์กับคันถะ,2
6396,คนฺถสมฺปยุตฺตา,ที่สัมปยุตต์กับคันถะ กล่าวคือประกอบพร้อมกันกับคันถะโดยลักษณะ ๔ ได้แก่ (๑) เกิดพร้อมกัน (๒) ดับพร้อมกัน (๓) รู้อารมณ์เดียวกัน (๔) เกิดที่เดียวกัน,1
6393,คนฺถา,ที่ไม่เป็นคันถะ,2
6399,คนฺถา,ไม่เป็นคันถะ,2
6392,คนฺถา,ที่เป็นคันถะ กล่าวคือเครื่องร้อยรัดเกี่ยวคล้องโยงใยติดต่อกันไป ระหว่างจุติกับปฏิสนธิไม่ขาดสาย,1
6398,คนฺถา,ที่เป็นคันถะ,1
6401,คนฺถโคจฺฉกํ,อ.กลุ่มของหลักธรรมที่เนื่องด้วยคันถะ,1
4186,คนฺธกถํ,ซึ่งคำพูดที่ไร้สาระเกี่ยวกับของหอม,1
3517,คนฺธตณฺหา,อ.คันธตัณหากล่าวคือความปรารถนาต้องการและติดใจในกลิ่น,3
6338,คนฺธธาตุ,อ.ธาตุกล่าวคือกลิ่นที่ปรากฏทางจมูก,1
3529,คนฺธวิจาโร,อ.คันธวิจารกล่าวคือความครุ่นคิดพิจารณาในกลิ่น,2
3523,คนฺธวิตกฺโก,อ.คันธวิตกกล่าวคือความตรึกนึกคิดในกลิ่น,2
3510,คนฺธสญฺเจตนา,อ.คันธสัญเจตนากล่าวคือความจงใจปรุงแต่งในกลิ่น,2
3503,คนฺธสญฺา,อ.คันธสัญญากล่าวคือความจำได้หมายรู้ในกลิ่น,2
4065,คนฺธสนฺนิธึ,ซึ่งการเก็บสะสมของหอม,1
3365,คนฺธา,อ.คันธารมณ์กล่าวคืออารมณ์ที่พึงรู้ได้ทางจมูก ท.,4
3479,คนฺธา,อ.กลิ่น ท.,2
5613,คนฺธายตนํ,อ.คันธายตนะ กล่าวคือสิ่งเชื่อมต่อให้เกิดจิตเจตสิกคือกลิ่นที่ปรากฏทางจมูก,5
2629,คนฺธารมฺมณํ,มีกลิ่นเป็นอารมณ์,1
4317,คนฺธํ,ซึ่งกลิ่น,1
3194,คนฺเธ,ซึ่งกลิ่นกล่าวคือคันธรูปที่รับรู้ได้ทางจมูก ท.,1
5168,คมนสฺส,แห่งการเสด็จกลับ,1
6175,คมนียํ,จำต้องจากไป,1
4244,คมนํ,ซึ่งการไป,1
5170,คมนํ,ซึ่งการเสด็จกลับ,1
4563,คมฺภีโร,อันลึก,1
1330,คมฺโม,ที่เป็นของชาวบ้าน,1
5701,ครุํ,ให้หนักแน่นและสำคัญ,1
3710,คหปติ,อ.คหบดี,1
4250,คหปติกานํ,ของคหบดีคือเศรษฐี ท.,1
3711,คหปติปุตฺโต,อ.บุตรของคหบดี,1
1133,คาถาย,ด้วยคาถา,1
2071,คาถํ,ซึ่งพระคาถา,1
4189,คามกถํ,ซึ่งคำพูดที่ไร้สาระเกี่ยวกับหมู่บ้าน,1
3795,คามธมฺมา,อันเป็นธรรมเนียมของชาวบ้าน,2
4482,คามนฺตํ,ซึ่งหมู่บ้าน,2
2539,คามา,จากหมู่บ้าน,7
5438,คามี,จักเป็นผู้ไปเกิด,1
4941,คามํ,สู่หมู่บ้าน,6
1229,คารโว,อ. ความเคารพ,1
2989,คาวึ,ซึ่งโค,1
4946,คาเม,ในหมู่บ้าน,2
3020,คิชฺเฌหิ,อันแร้ง ท.,1
4372,คิริคุหํ,สู่หุบเขาหรือถ้ำ,1
4071,คีตํ,ซึ่งการขับร้อง,1
3059,คีวฏฺิกํ,กระดูกส่วนคอ,1
3766,คุตฺตทฺวาโร,เป็นผู้ทวารอันได้คุ้มครองป้องกันแล้ว,3
1485,คเต,ในการเดิน,3
2544,คเหตฺวา,ทรงจับได้แล้ว,1
4110,ฆฏิกํ,ซึ่งการพนันตีหึ่ง,1
3721,ฆราวาโส,อ.การอยู่ครองเรือน,1
5968,ฆาตา,เป็นเครื่องกำจัด,3
6337,ฆานธาตุ,อ.ธาตุกล่าวคือฆานปสาท,1
5709,ฆานวิญฺาณธาตุ,อ.ฆานวิญญาณธาตุ,1
6339,ฆานวิญฺาณธาตุ,อ.ธาตุกล่าวคือฆานวิญญาณ,1
5672,ฆานวิญฺาณธาตุยา,แก่ฆานวิญญาณธาตุ,1
3484,ฆานวิญฺาณํ,อ.ฆานวิญญาณกล่าวคือวิญญาณที่อาศัยจมูกเกิดขึ้น,2
5254,ฆานวิญฺาณํ,อ.ฆานวิญญาณ กล่าวคือความรู้แจ้งอารมณ์ทางจมูก,1
3496,ฆานสมฺผสฺสชา,ที่เกิดขึ้นเพราะฆานสัมผัสเป็นปัจจัย,3
3490,ฆานสมฺผสฺโส,อ.ฆานสัมผัสกล่าวคือการกระทบสัมผัสทางจมูก,3
5607,ฆานายตนํ,อ.ฆานายตนะ กล่าวคือจุดเชื่อมต่อให้เกิดจิตเจตสิกคือฆานปสาท,3
5233,ฆานายตนํ,อ.ฆานายตนะ กล่าวคือจุดเชื่อมต่อให้เกิดจิตเจตสิกคือจมูก,1
4320,ฆานินฺทฺริยสฺส,ซึ่งฆานินทรีย์,1
4319,ฆานินฺทฺริยํ,ซึ่งฆานินทรีย์,2
6360,ฆานินฺทฺริยํ,อ.อินทรีย์กล่าวคือฆานปสาท,1
4321,ฆานินฺทฺริเย,ในฆานินทรีย์,1
3474,ฆานํ,อ.จมูก,2
3193,ฆานํ,ซึ่งจมูกกล่าวคือฆานปสาทรูป,1
4316,ฆายิตฺวา,ดมแล้ว,1
4318,ฆาเนน,ด้วยจมูก,1
455,จ,ด้วย,316
1340,จ,ก็,105
837,จ,และ,88
1624,จ,อนึ่ง,70
4545,จ,แต่ว่า,26
5507,จ,ส่วนว่า,1
5605,จกฺขายตนํ,อ.จักขายตนะ กล่าวคือจุดเชื่อมต่อให้เกิดจิตเจตสิกคือจักขุปสาท,3
5231,จกฺขายตนํ,อ.จักขายตนะ กล่าวคือจุดเชื่อมต่อให้เกิดจิตเจตสิกคือตา,1
1347,จกฺขุกรณี,อันเป็นเครื่องทำให้ดวงตา,3
6331,จกฺขุธาตุ,อ.ธาตุกล่าวคือจักขุปสาท,1
4978,จกฺขุนา,ด้วยจักษุ,4
4290,จกฺขุนา,ด้วยตา,1
4306,จกฺขุนฺทฺริยสฺส,ซึ่งจักขุนทรีย์,1
4302,จกฺขุนฺทฺริยํ,ซึ่งจักขุนทรีย์,2
6358,จกฺขุนฺทฺริยํ,อ.อินทรีย์กล่าวคือจักขุปสาท,1
4311,จกฺขุนฺทฺริเย,ในจักขุนทรีย์,1
5106,จกฺขุมนฺโต,ผู้มีตาดี,1
2965,จกฺขุมา,ผู้มีตาดี,4
5702,จกฺขุวิญฺาณธาตุ,อ.จักขุวิญญาณธาตุ,1
6333,จกฺขุวิญฺาณธาตุ,อ.ธาตุกล่าวคือจักขุวิญญาณ,1
5667,จกฺขุวิญฺาณธาตุยา,แก่จักขุวิญญาณธาตุ,1
3482,จกฺขุวิญฺาณํ,อ.จักขุวิญญาณกล่าวคือวิญญาณที่อาศัยตาเกิดขึ้น,2
5252,จกฺขุวิญฺาณํ,อ.จักขุวิญญาณ กล่าวคือความรู้แจ้งอารมณ์ทางตา,1
3494,จกฺขุสมฺผสฺสชา,ที่เกิดขึ้นเพราะจักขุสัมผัสเป็นปัจจัย,3
3488,จกฺขุสมฺผสฺโส,อ.จักขุสัมผัสกล่าวคือการกระทบสัมผัสทางตา,3
3177,จกฺขุํ,ซึ่งตาคือจักขุปสาทรูป,1
1838,จกฺขุ,อ.จักษุ,14
